,All_Seats,Torque_force,Car_Prices,Performance,Total_speed,Horse_Power,CC
1051,2.0,582.0,59140.0,4.0,280,526,5200.0
1052,5.0,678.0,64695.0,6.0,180,400,3500.0
1053,5.0,678.0,84910.0,6.0,190,450,3500.0
1054,7.0,563.0,56505.0,6.0,230,400,3000.0
1055,0.0,691.0,79560.0,6.0,210,440,3500.0
1056,0.0,385.0,35000.0,12.0,160,130,2000.0
1057,2.0,569.0,36000.0,13.0,140,350,7300.0
1058,2.0,405.0,37000.0,11.0,160,170,2000.0
1059,0.0,430.0,52000.0,9.0,140,266,89.0
1060,7.0,825.0,53000.0,6.0,225,457,3000.0
1061,5.0,210.0,25000.0,7.0,180,191,2500.0
1062,4.0,570.0,60000.0,4.0,250,450,5000.0
1063,5.0,500.0,40000.0,8.0,180,210,2000.0
1064,5.0,210.0,38000.0,7.0,190,221,2500.0
1065,5.0,542.0,45000.0,6.0,200,310,2700.0
1066,7.0,563.0,55000.0,5.0,230,400,3000.0
1067,5.0,100.0,0.0,12.0,170,78,1200.0
1068,5.0,100.0,0.0,12.0,170,78,1200.0
1069,7.0,245.0,0.0,9.0,190,181,2500.0
1070,5.0,300.0,0.0,10.0,170,248,2400.0
1071,5.0,250.0,0.0,9.0,180,152,1500.0
1072,5.0,197.0,0.0,10.0,190,148,2000.0
1073,7.0,441.0,0.0,10.0,180,189,3200.0
1074,7.0,430.0,0.0,11.0,180,181,2400.0
1075,5.0,430.0,0.0,10.0,177,181,2400.0
1076,5.0,407.0,0.0,5.0,240,291,2000.0
1077,4.0,196.0,0.0,15.0,130,66,16.0
1078,7.0,141.0,0.0,13.0,170,105,1500.0
1079,7.0,360.0,0.0,11.0,175,145,2200.0
1080,5.0,100.0,0.0,9.0,180,75,1100.0
1081,7.0,217.0,0.0,11.0,190,165,2400.0
1082,7.0,245.0,0.0,9.0,190,181,2500.0
1083,7.0,245.0,0.0,9.0,190,181,2500.0
1084,7.0,245.0,0.0,9.0,190,181,2500.0
1085,5.0,250.0,0.0,9.0,180,152,1500.0
1086,5.0,197.0,0.0,10.0,190,148,2000.0
1087,5.0,430.0,0.0,10.0,177,181,2400.0
1088,7.0,441.0,0.0,10.0,180,189,3200.0
1089,5.0,430.0,0.0,10.0,177,181,2400.0
1090,5.0,100.0,0.0,12.0,170,78,1200.0
1091,5.0,154.0,0.0,10.0,200,117,1600.0
1092,7.0,430.0,0.0,11.0,180,181,2400.0
1093,5.0,100.0,0.0,12.0,170,78,1200.0
1094,5.0,197.0,0.0,10.0,190,148,2000.0
1095,7.0,360.0,0.0,11.0,175,145,2000.0
1096,2.0,370.0,0.0,0.0,120,150,3000.0
1097,5.0,154.0,0.0,11.0,190,115,1600.0
1098,7.0,441.0,0.0,10.0,180,189,3200.0
1099,7.0,141.0,0.0,12.0,170,105,1500.0
1100,5.0,199.0,0.0,10.0,180,188,2400.0
1101,7.0,245.0,0.0,9.0,190,181,2500.0
1102,7.0,430.0,0.0,11.0,180,181,2400.0
1103,5.0,430.0,0.0,10.0,177,181,2400.0
1104,5.0,197.0,0.0,10.0,190,148,2000.0
1105,5.0,100.0,0.0,12.0,170,78,1200.0
1106,7.0,245.0,0.0,9.0,190,181,2500.0
1107,2.0,686.0,0.0,0.0,120,240,7500.0
1108,2.0,370.0,0.0,0.0,120,150,3000.0
1109,5.0,170.0,0.0,10.0,185,140,1800.0
1110,4.0,60.0,0.0,15.0,130,52,660.0
1111,7.0,170.0,0.0,10.0,185,140,2000.0
1112,5.0,197.0,0.0,10.0,200,148,2000.0
1113,5.0,441.0,0.0,10.0,180,189,3200.0
1114,7.0,206.0,0.0,13.0,170,145,2400.0
1115,4.0,94.0,0.0,15.0,130,64,660.0
1116,7.0,181.0,0.0,11.0,180,135,2000.0
1117,5.0,214.0,0.0,11.0,190,160,2400.0
1118,4.0,60.0,0.0,15.0,130,52,660.0
1119,4.0,94.0,0.0,13.0,140,64,660.0
1120,4.0,210.0,0.0,9.0,200,147,1500.0
1121,5.0,200.0,0.0,10.0,200,154,2000.0
1122,5.0,343.0,0.0,9.0,190,225,3800.0
1123,5.0,173.0,0.0,11.0,190,138,1800.0
1124,5.0,270.0,0.0,8.0,220,210,3000.0
1125,4.0,60.0,0.0,16.0,120,48,660.0
1126,2.0,196.0,0.0,0.0,100,64,16.0
1127,5.0,213.0,0.0,8.0,200,155,2000.0
1128,5.0,252.0,0.0,8.0,210,186,2500.0
1129,5.0,420.0,0.0,6.0,240,250,2500.0
1130,5.0,197.0,0.0,9.0,180,146,2000.0
1131,5.0,252.0,0.0,8.0,204,186,2500.0
1132,5.0,252.0,0.0,8.0,200,187,2500.0
1133,5.0,434.0,0.0,6.0,220,256,2500.0
1134,7.0,450.0,0.0,9.0,200,187,2200.0
1135,7.0,420.0,0.0,7.0,210,250,2500.0
1136,7.0,500.0,0.0,6.0,240,340,3300.0
1137,2.0,205.0,0.0,6.0,225,181,2000.0
1138,2.0,205.0,0.0,6.0,225,181,2000.0
1139,5.0,271.0,0.0,9.0,140,143,35.0
1140,5.0,202.0,0.0,9.0,190,158,2000.0
1141,5.0,350.0,0.0,7.0,210,244,2300.0
1142,5.0,270.0,0.0,9.0,190,200,3000.0
1143,5.0,330.0,0.0,11.0,170,143,2500.0
1144,5.0,470.0,0.0,10.0,180,200,3200.0
1145,4.0,314.0,0.0,5.0,250,276,1300.0
1146,4.0,145.0,0.0,8.0,180,110,1200.0
1147,2.0,0.0,0.0,0.0,300,400,0.0
1148,5.0,145.0,0.0,10.0,180,105,1600.0
1149,5.0,135.0,0.0,11.0,175,100,1500.0
1150,7.0,180.0,0.0,9.0,190,138,2000.0
1151,5.0,142.0,0.0,10.0,180,108,1500.0
1152,5.0,280.0,0.0,8.0,215,210,2300.0
1153,4.0,300.0,0.0,6.0,240,280,2000.0
1154,5.0,252.0,0.0,8.0,210,192,2500.0
1155,5.0,165.0,0.0,11.0,170,130,1300.0
1156,5.0,180.0,0.0,9.0,190,140,2000.0
1157,5.0,270.0,0.0,8.0,220,205,3000.0
1158,5.0,170.0,0.0,10.0,180,135,1800.0
1159,5.0,145.0,0.0,11.0,175,110,1600.0
1160,4.0,90.0,0.0,15.0,140,63,660.0
1161,2.0,85.0,0.0,11.0,140,63,657.0
1162,4.0,80.0,0.0,16.0,130,54,660.0
1163,5.0,140.0,0.0,11.0,170,113,1500.0
1164,4.0,215.0,0.0,8.0,210,164,2500.0
1165,7.0,265.0,0.0,9.0,185,200,3000.0
1166,5.0,200.0,0.0,12.0,160,120,2600.0
1167,5.0,265.0,0.0,9.0,200,200,3000.0
1168,5.0,210.0,0.0,8.0,190,160,2500.0
1169,4.0,85.0,0.0,15.0,130,63,660.0
1170,5.0,155.0,0.0,12.0,160,115,1800.0
1171,2.0,300.0,0.0,15.0,120,130,3000.0
1172,5.0,250.0,0.0,8.0,200,187,2500.0
1173,7.0,400.0,0.0,7.0,210,250,3000.0
1174,2.0,105.0,0.0,18.0,120,75,1500.0
1175,3.0,140.0,0.0,14.0,160,100,2000.0
1176,7.0,160.0,0.0,12.0,160,115,2500.0
1177,5.0,110.0,0.0,15.0,130,75,1300.0
1178,5.0,170.0,0.0,9.0,185,125,1800.0
1179,5.0,230.0,0.0,8.0,215,170,2500.0
1180,5.0,260.0,0.0,7.0,220,200,3000.0
1181,5.0,110.0,0.0,13.0,155,70,1300.0
1182,4.0,90.0,0.0,16.0,130,60,1200.0
1183,5.0,120.0,0.0,14.0,145,85,1500.0
1184,4.0,220.0,0.0,8.0,185,130,1308.0
1185,4.0,210.0,0.0,8.0,190,135,1588.0
1186,2.0,290.0,0.0,5.0,250,280,1308.0
1187,2.0,150.0,0.0,10.0,170,110,1000.0
1188,5.0,170.0,0.0,9.0,200,135,1998.0
1189,2.0,140.0,0.0,9.0,180,116,1590.0
1190,5.0,170.0,0.0,8.0,200,135,1800.0
1191,2.0,230.0,0.0,7.0,230,165,1308.0
1192,4.0,160.0,0.0,12.0,180,115,2000.0
1193,5.0,130.0,0.0,12.0,170,100,1600.0
1194,4.0,220.0,0.0,8.0,210,160,2500.0
1195,7.0,200.0,0.0,10.0,185,150,2000.0
1196,5.0,260.0,0.0,9.0,180,200,1308.0
1197,4.0,45.0,0.0,35.0,85,26,360.0
1198,2.0,160.0,0.0,12.0,170,110,2000.0
1199,5.0,130.0,0.0,12.0,145,85,1298.0
1200,4.0,95.0,0.0,15.0,120,64,657.0
1201,5.0,130.0,0.0,13.0,160,92,1497.0
1202,5.0,160.0,0.0,8.0,190,140,1800.0
1203,5.0,135.0,0.0,10.0,170,105,1598.0
1204,2.0,130.0,0.0,14.0,130,95,1497.0
1205,4.0,140.0,0.0,8.0,190,130,1598.0
1206,2.0,160.0,0.0,7.0,200,143,1798.0
1207,5.0,260.0,0.0,9.0,180,200,1308.0
1208,2.0,150.0,0.0,15.0,130,120,1998.0
1209,2.0,160.0,0.0,14.0,150,130,1308.0
1210,4.0,180.0,0.0,12.0,175,135,1308.0
1211,5.0,250.0,0.0,8.0,220,200,2500.0
1212,1.0,500.0,0.0,3.0,320,700,2620.0
1213,5.0,239.0,0.0,7.0,180,240,2487.0
1214,7.0,630.0,50000.0,6.0,180,326,2393.0
1215,5.0,190.0,0.0,8.0,190,169,1987.0
1216,5.0,190.0,0.0,7.0,180,140,1798.0
1217,5.0,221.0,0.0,6.0,200,219,2487.0
